Acct Assignment Cat.,Item Category,Plant,Document Date,Purchasing Document,Item,Purchasing Doc. Type,Purchasing Group,Vendor/supplying plant,Material,Short Text,Order Quantity,Net Order Value,Currency,Still to be delivered (qty),Still to be delivered (value),Still to be invoiced (qty),Still to be invoiced (val.),Material Group,Release status,Release Strategy,Purch. Doc. Category,Company Code,Terms of Payment
K,,0J4E,3/4/2020,9500028143,80,ZURG,02E,1119278    Tiba For Industrial & Engineering,,kit parts bog size roll,2,30.00,EGP,0,0.00,0,0.00,030537,X,01,F,EG07,0D14
,,0J4E,3/4/2020,9500028143,90,ZURG,02E,1119278    Tiba For Industrial & Engineering,30410678,pvc pipe 1.5,8,480.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,0J4E,3/4/2020,9500028143,100,ZURG,02E,1119278    Tiba For Industrial & Engineering,30410080,"plastic elbow 1.5""",6,210.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,0J4E,3/4/2020,9500028143,110,ZURG,02E,1119278    Tiba For Industrial & Engineering,30411395,"plastic bushing 1.5""",6,150.00,EGP,0,0.00,0,0.00,030503,X,01,F,EG07,0D14
,,0J4E,3/4/2020,9500028143,120,ZURG,02E,1119278    Tiba For Industrial & Engineering,40175544,hose spring spiral,1,"1,375.00",EGP,0,0.00,0,0.00,040921,X,01,F,EG07,0D14
K,,0J4E,3/4/2020,9500028143,130,ZURG,02E,1119278    Tiba For Industrial & Engineering,,Rubber Wheel Size 6 inch,4,740.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
K,,0J4E,3/4/2020,9500028143,140,ZURG,02E,1119278    Tiba For Industrial & Engineering,,Rubber Wheel Size 3 inch,4,280.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
K,,0J4E,3/4/2020,9500028143,150,ZURG,02E,1119278    Tiba For Industrial & Engineering,,Socket 60T Star,1,70.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
K,,0J4E,3/4/2020,9500028143,160,ZURG,02E,1119278    Tiba For Industrial & Engineering,,Switch Inverter 220\360,1,425.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,0J4E,3/4/2020,9500028143,170,ZURG,02E,1119278    Tiba For Industrial & Engineering,30434265,Horn 220 volt40 watt,1,285.00,EGP,0,0.00,0,0.00,030842,X,01,F,EG07,0D14
K,,0J4E,3/4/2020,9500028143,180,ZURG,02E,1119278    Tiba For Industrial & Engineering,,Low Headed Allen Bolt 5*12,10,80.00,EGP,0,0.00,0,0.00,040999,X,01,F,EG07,0D14
K,,0J4E,3/4/2020,9500028143,190,ZURG,02E,1119278    Tiba For Industrial & Engineering,,Flat Headed Allen Bolt 5*12,60,540.00,EGP,0,0.00,0,0.00,040999,X,01,F,EG07,0D14
,,0J4E,3/4/2020,9500028143,200,ZURG,02E,1119278    Tiba For Industrial & Engineering,40183417,steel nut 18 mm,30,180.00,EGP,0,0.00,0,0.00,040999,X,01,F,EG07,0D14
K,,0J4E,3/4/2020,9500028143,210,ZURG,02E,1119278    Tiba For Industrial & Engineering,,Bolt size 18*100,30,240.00,EGP,0,0.00,0,0.00,040999,X,01,F,EG07,0D14
K,,0J4E,3/4/2020,9500028143,220,ZURG,02E,1119278    Tiba For Industrial & Engineering,,PVC-Cold-Welding,0.500,185.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,0J4E,3/4/2020,9500028143,230,ZURG,02E,1119278    Tiba For Industrial & Engineering,30409556,"valve 1.5""",1,295.00,EGP,0,0.00,0,0.00,030406,X,01,F,EG07,0D14
,,014E,3/9/2020,9500028202,10,ZURG,0OE,1119278    Tiba For Industrial & Engineering,40175518,clamp pincer,1,256.00,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D14
,,014E,3/9/2020,9500028202,20,ZURG,0OE,1119278    Tiba For Industrial & Engineering,30410779,mass pilers land,1,150.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,014E,3/9/2020,9500028202,30,ZURG,0OE,1119278    Tiba For Industrial & Engineering,30410856,socket set,1,757.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,014E,3/9/2020,9500028202,40,ZURG,0OE,1119278    Tiba For Industrial & Engineering,30409862,hammer 2kg,1,295.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,014E,3/9/2020,9500028202,50,ZURG,0OE,1119278    Tiba For Industrial & Engineering,30409880,hammer 1.5kg,1,290.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,014E,3/9/2020,9500028202,60,ZURG,0OE,1119278    Tiba For Industrial & Engineering,30411709,thermo cable 3*3mm,1,"1,850.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
K,,014E,3/9/2020,9500028202,70,ZURG,0OE,1119278    Tiba For Industrial & Engineering,,6 inch rubber wheel,4,740.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,0J4E,3/18/2020,9500028379,10,ZURG,0OE,1119278    Tiba For Industrial & Engineering,30410860,welding torch,1,975.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,0J4E,3/18/2020,9500028379,20,ZURG,0OE,1119278    Tiba For Industrial & Engineering,30409880,hammer 1.5kg,4,"1,180.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,0J4E,3/18/2020,9500028379,30,ZURG,0OE,1119278    Tiba For Industrial & Engineering,30410132,trovel,8,200.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,0J4E,3/18/2020,9500028379,40,ZURG,0OE,1119278    Tiba For Industrial & Engineering,30411756,nail 16mm,30,180.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
K,,0J4E,3/18/2020,9500028379,50,ZURG,0OE,1119278    Tiba For Industrial & Engineering,,nail  12*10 mm,60,300.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,0J4E,3/18/2020,9500028379,60,ZURG,0OE,1119278    Tiba For Industrial & Engineering,30411828,Screw alankey 12,10,60.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,094E,3/18/2020,9500028379,70,ZURG,0OE,1119278    Tiba For Industrial & Engineering,30412125,"load cell,2",1,"1,700.00",EGP,0,0.00,0,0.00,031401,X,01,F,EG07,0D14
,,094E,3/18/2020,9500028379,80,ZURG,0OE,1119278    Tiba For Industrial & Engineering,30409821,light bulb 500w,10,"2,250.00",EGP,0,0.00,0,0.00,030825,X,01,F,EG07,0D14
,,094E,3/18/2020,9500028379,90,ZURG,0OE,1119278    Tiba For Industrial & Engineering,30411425,light bulb,20,640.00,EGP,0,0.00,0,0.00,030825,X,01,F,EG07,0D14
,,014E,5/4/2020,9500028754,10,ZURG,0OE,1119278    Tiba For Industrial & Engineering,30411478,"angle grinder 5"" (germany)",1,725.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,014E,5/4/2020,9500028754,20,ZURG,0OE,1119278    Tiba For Industrial & Engineering,40175528,"clamp pincer,3",2,330.00,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D14
,,014E,5/4/2020,9500028754,30,ZURG,0OE,1119278    Tiba For Industrial & Engineering,30409511,electricity qsafp,1,155.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
K,,014E,5/4/2020,9500028754,40,ZURG,0OE,1119278    Tiba For Industrial & Engineering,,Double End wernch 10mm,1,22.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
K,,014E,5/4/2020,9500028754,50,ZURG,0OE,1119278    Tiba For Industrial & Engineering,,Double End wernch 13mm,1,28.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,014E,5/4/2020,9500028754,60,ZURG,0OE,1119278    Tiba For Industrial & Engineering,30410480,screwdriver,1,35.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
K,,0E4E,5/21/2020,9500028891,10,ZURG,0OE,1119278    Tiba For Industrial & Engineering,,Drill Chuck set,1,325.00,EGP,0,0.00,0,0.00,050301,X,01,F,EG07,0D14
K,,0E4E,5/21/2020,9500028891,20,ZURG,0OE,1119278    Tiba For Industrial & Engineering,,Hammer with rubber hand,3,885.00,EGP,0,0.00,0,0.00,050301,X,01,F,EG07,0D14
K,,0E4E,5/21/2020,9500028891,30,ZURG,0OE,1119278    Tiba For Industrial & Engineering,,"Valve 1 """,5,575.00,EGP,0,0.00,0,0.00,050301,X,01,F,EG07,0D14
K,,0E4E,5/21/2020,9500028891,40,ZURG,0OE,1119278    Tiba For Industrial & Engineering,,Nail with rubber Hand,2,210.00,EGP,0,0.00,0,0.00,050301,X,01,F,EG07,0D14
K,,0E4E,5/21/2020,9500028891,50,ZURG,0OE,1119278    Tiba For Industrial & Engineering,,chisel with rubber hand,2,210.00,EGP,0,0.00,0,0.00,050301,X,01,F,EG07,0D14
,,094E,5/21/2020,9500028891,60,ZURG,0OE,1119278    Tiba For Industrial & Engineering,30410592,load cell 1 ton,3,"5,370.00",EGP,0,0.00,0,0.00,031401,X,01,F,EG07,0D14
K,,0Z4E,5/21/2020,9500028891,70,ZURG,0OE,1119278    Tiba For Industrial & Engineering,,Bearing housing 211,2,"1,600.00",EGP,0,0.00,0,0.00,030201,X,01,F,EG07,0D14
K,,054E,5/21/2020,9500028891,80,ZURG,0OE,1119278    Tiba For Industrial & Engineering,,electric Switch 32 A,2,130.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
K,,0D4E,5/21/2020,9500028891,90,ZURG,0OE,1119278    Tiba For Industrial & Engineering,,"Metal Flang 2""",4,284.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
K,,0D4E,5/21/2020,9500028891,100,ZURG,0OE,1119278    Tiba For Industrial & Engineering,,"Metal Flang 2"" /3""",4,388.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
K,,0D4E,5/21/2020,9500028891,110,ZURG,0OE,1119278    Tiba For Industrial & Engineering,,"Metal flange 3""",2,182.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
K,,0D4E,5/21/2020,9500028891,120,ZURG,0OE,1119278    Tiba For Industrial & Engineering,,"Nible 2""",4,220.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
K,,0D4E,5/21/2020,9500028891,130,ZURG,0OE,1119278    Tiba For Industrial & Engineering,,Teflon tape,2,20.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,004E,9/28/2020,9500030076,10,ZURG,0OE,1119278    Tiba For Industrial & Engineering,30615995,"BEARING,SKF,33022,",2,"2,700.00",EGP,0,0.00,0,0.00,030210,X,01,F,EG07,0D14
,,004E,9/28/2020,9500030076,20,ZURG,0OE,1119278    Tiba For Industrial & Engineering,30114776,BEARING 32020,2,"2,400.00",EGP,0,0.00,0,0.00,030210,X,01,F,EG07,0D14
K,,004E,9/28/2020,9500030076,30,ZURG,0OE,1119278    Tiba For Industrial & Engineering,,Oil Seal 130*160*12,2,336.00,EGP,0,0.00,0,0.00,030210,X,01,F,EG07,0D14
K,,0I4E,2/11/2021,9500032425,10,ZURG,0WE,1119278    Tiba For Industrial & Engineering,,Hilti 1800 watt,1,"1,375.00",EGP,0,0.00,0,0.00,050301,X,01,F,EG07,0D14
K,,0I4E,2/11/2021,9500032425,20,ZURG,0WE,1119278    Tiba For Industrial & Engineering,,Pipe 1'' Iron,4,"1,800.00",EGP,0,0.00,0,0.00,050301,X,01,F,EG07,0D14
K,,0I4E,2/11/2021,9500032425,30,ZURG,0WE,1119278    Tiba For Industrial & Engineering,,Pipe 4'' PVC,3,"2,970.00",EGP,0,0.00,0,0.00,050301,X,01,F,EG07,0D14
K,,0I4E,2/11/2021,9500032425,40,ZURG,0WE,1119278    Tiba For Industrial & Engineering,,Bushing 4'' PVC,3,585.00,EGP,0,0.00,0,0.00,050301,X,01,F,EG07,0D14
K,,0I4E,2/11/2021,9500032425,50,ZURG,0WE,1119278    Tiba For Industrial & Engineering,,Pipe 3/4'' Iron,35,"15,750.00",EGP,0,0.00,0,0.00,050301,X,01,F,EG07,0D14
K,,004E,2/11/2021,9500032425,60,ZURG,0WE,1119278    Tiba For Industrial & Engineering,,EPOXY,22,"5,352.60",EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D14
K,,064E,3/2/2021,9500033110,10,ZURG,0WE,1119278    Tiba For Industrial & Engineering,,????  u 4×8,20,"13,000.00",EGP,0,0.00,0,0.00,030704,X,01,F,EG07,0D15
K,,064E,3/2/2021,9500033110,20,ZURG,0WE,1119278    Tiba For Industrial & Engineering,,????? 5×5 5??,25,"7,500.00",EGP,0,0.00,0,0.00,030704,X,01,F,EG07,0D15
K,,064E,3/2/2021,9500033110,30,ZURG,0WE,1119278    Tiba For Industrial & Engineering,,??? ??? 2?? 1×2??,20,"15,000.00",EGP,0,0.00,0,0.00,030704,X,01,F,EG07,0D15
K,,064E,3/2/2021,9500033110,40,ZURG,0WE,1119278    Tiba For Industrial & Engineering,,??? ??? 1?? ×1?×2?×10??,5,"1,750.00",EGP,0,0.00,0,0.00,030704,X,01,F,EG07,0D15
K,,064E,3/2/2021,9500033110,50,ZURG,0WE,1119278    Tiba For Industrial & Engineering,,??? ??? 3??,5,"5,125.00",EGP,0,0.00,0,0.00,030704,X,01,F,EG07,0D15
K,,064E,3/2/2021,9500033110,60,ZURG,0WE,1119278    Tiba For Industrial & Engineering,,???? 1?×2?×4??×4.5??,30,"4,800.00",EGP,0,0.00,0,0.00,030704,X,01,F,EG07,0D15
K,,064E,3/2/2021,9500033110,70,ZURG,0WE,1119278    Tiba For Industrial & Engineering,,??? ???? 2?? (10×10??),20,"5,800.00",EGP,0,0.00,0,0.00,030704,X,01,F,EG07,0D15
K,,064E,3/2/2021,9500033110,80,ZURG,0WE,1119278    Tiba For Industrial & Engineering,,????? ????,52,"2,652.00",EGP,0,0.00,0,0.00,030704,X,01,F,EG07,0D15
K,,064E,3/2/2021,9500033110,90,ZURG,0WE,1119278    Tiba For Industrial & Engineering,,???,100,"1,800.00",EGP,0,0.00,0,0.00,030704,X,01,F,EG07,0D15
K,,064E,3/2/2021,9500033110,100,ZURG,0WE,1119278    Tiba For Industrial & Engineering,,?????? 1 ????,40,"21,600.00",EGP,0,0.00,0,0.00,030704,X,01,F,EG07,0D15
K,,064E,3/2/2021,9500033110,110,ZURG,0WE,1119278    Tiba For Industrial & Engineering,,????? ???? 1/2 ????,5,350.00,EGP,0,0.00,0,0.00,030704,X,01,F,EG07,0D15
K,D,004E,9/19/2021,9500040695,10,ZURG,0WE,1119278    Tiba For Industrial & Engineering,,Consumable for Madinaty Plant,1,"110,000.00",EGP,0,0.00,0,0.00,089999,XX,02,F,EG07,0D12
,,004E,10/12/2017,4500651158,10,NB,0OE,1119518    United Foundation For Supplies,30411209,white lacke,40,"2,600.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,004E,10/12/2017,4500651158,20,NB,0OE,1119518    United Foundation For Supplies,30410121,black lacke,12,540.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,004E,10/12/2017,4500651158,30,NB,0OE,1119518    United Foundation For Supplies,30411286,paint thinner,8,"1,040.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,004E,10/12/2017,4500651158,40,NB,0OE,1119518    United Foundation For Supplies,30412186,grinding paper (sheet),1,55.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,004E,11/21/2017,4500680082,10,NB,0OE,1119518    United Foundation For Supplies,30411209,white lacke,600,"39,000.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,004E,11/21/2017,4500680082,20,NB,0OE,1119518    United Foundation For Supplies,30412186,grinding paper (sheet),2,110.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,004E,2/6/2018,4500739986,10,NB,0OE,1119518    United Foundation For Supplies,,"White Lacquer , Paints",120,"31,200.00",EGP,0,0.00,0,0.00,049911,X,01,F,EG07,0D09
K,,004E,2/6/2018,4500739986,20,NB,0OE,1119518    United Foundation For Supplies,,"Black Lacquer , Paints",40,"4,200.00",EGP,0,0.00,0,0.00,049911,X,01,F,EG07,0D09
,,004E,3/15/2018,4500769039,10,NB,0OE,1119518    United Foundation For Supplies,40175656,welding electrode 6013 3mm,500,"20,625.00",EGP,0,0.00,0,0.00,040802,X,01,F,EG07,0D09
,,004E,3/15/2018,4500769039,20,NB,0OE,1119518    United Foundation For Supplies,30412001,"cutting disc 3*9""",500,"17,500.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,004E,3/15/2018,4500769039,30,NB,0OE,1119518    United Foundation For Supplies,30411120,wire brush,100,800.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,004E,3/3/2019,4501005801,10,NB,0OE,1119518    United Foundation For Supplies,30410864,"pipe 1""",120,"3,900.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,004E,3/3/2019,4501005801,20,NB,0OE,1119518    United Foundation For Supplies,30411771,"bushing 1""",30,375.00,EGP,0,0.00,0,0.00,030503,X,01,F,EG07,0D14
,,004E,3/3/2019,4501005801,30,NB,0OE,1119518    United Foundation For Supplies,30410144,"elbow 1""",20,300.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,004E,3/3/2019,4501005801,40,NB,0OE,1119518    United Foundation For Supplies,30410872,"threaded bushing 1.5""",10,"1,250.00",EGP,0,0.00,0,0.00,030503,X,01,F,EG07,0D14
,,004E,3/3/2019,4501005801,50,NB,0OE,1119518    United Foundation For Supplies,30412000,"threaded plastic elbow 25*0.5""",10,"1,250.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,004E,3/3/2019,4501005801,60,NB,0OE,1119518    United Foundation For Supplies,30411609,"valve 1"",4",5,"1,325.00",EGP,0,0.00,0,0.00,030406,X,01,F,EG07,0D14
,,004E,3/3/2019,4501005801,70,NB,0OE,1119518    United Foundation For Supplies,30409669,"valve 1""",10,750.00,EGP,0,0.00,0,0.00,030406,X,01,F,EG07,0D14
,,004E,3/3/2019,4501005801,80,NB,0OE,1119518    United Foundation For Supplies,30411696,"valve 3/4"",2",10,650.00,EGP,0,0.00,0,0.00,030406,X,01,F,EG07,0D14
,,004E,3/3/2019,4501005801,90,NB,0OE,1119518    United Foundation For Supplies,30409556,"valve 1.5""",5,825.00,EGP,0,0.00,0,0.00,030406,X,01,F,EG07,0D14
,,004E,3/3/2019,4501005801,100,NB,0OE,1119518    United Foundation For Supplies,30410393,"valve 2""",5,"1,525.00",EGP,0,0.00,0,0.00,030406,X,01,F,EG07,0D14
,,004E,3/3/2019,4501005801,110,NB,0OE,1119518    United Foundation For Supplies,30410206,"valve 3""",2,"1,360.00",EGP,0,0.00,0,0.00,030406,X,01,F,EG07,0D14
,,004E,3/3/2019,4501005801,120,NB,0OE,1119518    United Foundation For Supplies,40175602,"union metal 1/4""-1/2"" fitting",5,45.00,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D14
,,004E,3/3/2019,4501005801,130,NB,0OE,1119518    United Foundation For Supplies,40175558,"nipple metal 1"" fitting",6,81.00,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D14
,,004E,3/3/2019,4501005801,140,NB,0OE,1119518    United Foundation For Supplies,40175586,"joint connection polyproplyin 2"" fitting",5,95.00,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D14
,,004E,3/3/2019,4501005801,150,NB,0OE,1119518    United Foundation For Supplies,30410061,"oksha male 1""",10,"1,350.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,004E,3/3/2019,4501005801,160,NB,0OE,1119518    United Foundation For Supplies,30411754,balance grid,21,630.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,004E,3/3/2019,4501005801,170,NB,0OE,1119518    United Foundation For Supplies,30411754,balance grid,35,700.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,004E,3/3/2019,4501005801,180,NB,0OE,1119518    United Foundation For Supplies,30410864,"pipe 1""",2,270.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,004E,3/3/2019,4501005801,190,NB,0OE,1119518    United Foundation For Supplies,40175519,"hose 1""",5,675.00,EGP,0,0.00,0,0.00,040921,X,01,F,EG07,0D14
,,004E,3/3/2019,4501005801,200,NB,0OE,1119518    United Foundation For Supplies,30411609,"valve 1"",4",2,150.00,EGP,0,0.00,0,0.00,030406,X,01,F,EG07,0D14
,,004E,3/3/2019,4501005801,210,NB,0OE,1119518    United Foundation For Supplies,30411696,"valve 3/4"",2",1,58.00,EGP,0,0.00,0,0.00,030406,X,01,F,EG07,0D14
,,0G4E,3/21/2019,4501019790,10,NB,0OE,1119518    United Foundation For Supplies,40175579,"union 1.5"" fitting",2,49.00,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D14
,,0G4E,3/21/2019,4501019790,20,NB,0OE,1119518    United Foundation For Supplies,40175599,"t metal 1.5"" fitting",2,77.20,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D14
,,0G4E,3/21/2019,4501019790,30,NB,0OE,1119518    United Foundation For Supplies,40175676,"union 1"" fitting",1,36.40,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D14
,,0G4E,3/21/2019,4501019790,40,NB,0OE,1119518    United Foundation For Supplies,30410864,"pipe 1""",8,296.80,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,0G4E,3/21/2019,4501019790,50,NB,0OE,1119518    United Foundation For Supplies,30412174,Teflon Shaft ; Diameter 39mm,2,21.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,0G4E,3/21/2019,4501019790,60,NB,0OE,1119518    United Foundation For Supplies,30411696,"valve 3/4"",2",3,189.00,EGP,0,0.00,0,0.00,030406,X,01,F,EG07,0D14
,,0G4E,3/21/2019,4501019790,70,NB,0OE,1119518    United Foundation For Supplies,30409556,"valve 1.5""",2,280.00,EGP,0,0.00,0,0.00,030406,X,01,F,EG07,0D14
,,0G4E,3/21/2019,4501019790,80,NB,0OE,1119518    United Foundation For Supplies,30411463,"conect copper 1""",1,23.95,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,0G4E,3/21/2019,4501019790,90,NB,0OE,1119518    United Foundation For Supplies,40175523,"hose 1"" 20bar",5,239.50,EGP,0,0.00,0,0.00,040921,X,01,F,EG07,0D14
,,0G4E,3/21/2019,4501019790,100,NB,0OE,1119518    United Foundation For Supplies,40175626,"clamp 2"" fitting",6,48.00,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D14
,,0G4E,3/21/2019,4501019790,110,NB,0OE,1119518    United Foundation For Supplies,40175629,"clamp 1"" fitting,3",6,30.00,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D14
,,0G4E,3/21/2019,4501019790,120,NB,0OE,1119518    United Foundation For Supplies,30412080,"iron nipple1.5""",1,24.50,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,0J4E,3/21/2019,4501020002,10,NB,0OE,1119518    United Foundation For Supplies,40175676,"union 1"" fitting",10,270.00,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D14
,,0J4E,3/21/2019,4501020002,20,NB,0OE,1119518    United Foundation For Supplies,30410485,check valve 2,3,930.00,EGP,0,0.00,0,0.00,030406,X,01,F,EG07,0D14
,,0J4E,3/21/2019,4501020002,30,NB,0OE,1119518    United Foundation For Supplies,30411164,"check valve 1""",6,570.00,EGP,0,0.00,0,0.00,030406,X,01,F,EG07,0D14
,,0J4E,3/21/2019,4501020002,40,NB,0OE,1119518    United Foundation For Supplies,30412174,Teflon Shaft ; Diameter 39mm,10,106.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,0J4E,3/21/2019,4501020002,50,NB,0OE,1119518    United Foundation For Supplies,30411371,"pvc elbow 2"" 45°",8,600.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,0J4E,3/21/2019,4501020002,60,NB,0OE,1119518    United Foundation For Supplies,30410864,"pipe 1""",36,"4,140.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,0J4E,3/21/2019,4501020002,70,NB,0OE,1119518    United Foundation For Supplies,30412183,"plastic bushing 2""",10,510.00,EGP,0,0.00,0,0.00,030503,X,01,F,EG07,0D14
,,0J4E,3/21/2019,4501020002,80,NB,0OE,1119518    United Foundation For Supplies,30410057,"galvanized metal bushing 2""",6,"2,082.00",EGP,0,0.00,0,0.00,030503,X,01,F,EG07,0D14
,,0J4E,3/21/2019,4501020002,90,NB,0OE,1119518    United Foundation For Supplies,40175482,union fitting,4,222.00,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D14
,,0J4E,3/21/2019,4501020002,100,NB,0OE,1119518    United Foundation For Supplies,40175672,"nipple metal 2"" fitting",5,225.00,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D14
,,0J4E,3/21/2019,4501020002,110,NB,0OE,1119518    United Foundation For Supplies,30410393,"valve 2""",3,"2,985.00",EGP,0,0.00,0,0.00,030406,X,01,F,EG07,0D14
,,0J4E,3/21/2019,4501020002,120,NB,0OE,1119518    United Foundation For Supplies,40175494,"hose 1"" w/wire",120,"5,748.00",EGP,0,0.00,0,0.00,040921,X,01,F,EG07,0D14
,,0J4E,3/21/2019,4501020002,130,NB,0OE,1119518    United Foundation For Supplies,40175544,hose spring spiral,1,400.00,EGP,0,0.00,0,0.00,040921,X,01,F,EG07,0D14
,,0J4E,3/21/2019,4501020002,140,NB,0OE,1119518    United Foundation For Supplies,40175672,"nipple metal 2"" fitting",5,210.00,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D14
,,0J4E,3/21/2019,4501020002,150,NB,0OE,1119518    United Foundation For Supplies,30410057,"galvanized metal bushing 2""",1,45.00,EGP,0,0.00,0,0.00,030503,X,01,F,EG07,0D14
,,0J4E,3/21/2019,4501020002,160,NB,0OE,1119518    United Foundation For Supplies,30409772,plastic externally threaded bushing 32mm,1,350.00,EGP,0,0.00,0,0.00,030503,X,01,F,EG07,0D14
,,0J4E,3/21/2019,4501020002,170,NB,0OE,1119518    United Foundation For Supplies,40175524,"t metal 1"" fitting",1,75.00,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D14
,,0J4E,3/21/2019,4501020002,180,NB,0OE,1119518    United Foundation For Supplies,30410393,"valve 2""",1,295.00,EGP,0,0.00,0,0.00,030406,X,01,F,EG07,0D14
,,0J4E,3/21/2019,4501020002,190,NB,0OE,1119518    United Foundation For Supplies,30412492,"galvanized metal elbow 2""",1,68.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,074E,3/21/2019,4501020002,200,NB,0OE,1119518    United Foundation For Supplies,30412479,circuit breaker,1,650.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,074E,3/21/2019,4501020002,210,NB,0OE,1119518    United Foundation For Supplies,30411410,motor automatic,1,160.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,074E,3/21/2019,4501020002,220,NB,0OE,1119518    United Foundation For Supplies,30410848,water pump accumulator,1,450.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,074E,3/21/2019,4501020002,230,NB,0OE,1119518    United Foundation For Supplies,40175658,"t metal 4"" fitting",3,315.00,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D14
,,074E,3/21/2019,4501020002,240,NB,0OE,1119518    United Foundation For Supplies,30412080,"iron nipple1.5""",6,57.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
